,participant,valence_text,arousal_text,focus_text,dominance_text,arousal_break,text_order
1287,LLM078,-197,64,149.0,-23.0,149.0,157
1288,LLM078,-74,75,47.0,-43.0,47.0,63
1289,LLM078,13,61,-43.0,50.0,-43.0,99
1290,LLM078,44,-137,-82.0,-20.0,-76.0,17
1291,LLM078,-25,64,46.0,-27.0,46.0,108
1292,LLM078,133,-79,95.0,-77.0,95.0,25
1293,LLM078,-44,134,144.0,67.0,144.0,142
1294,LLM078,36,-175,24.0,-66.0,-37.0,175
1295,LLM078,-131,166,118.0,83.0,118.0,169
1296,LLM078,-85,113,120.0,94.0,120.0,32
1297,LLM078,-67,114,152.0,32.0,152.0,126
1298,LLM078,-37,71,71.0,-37.0,71.0,93
1299,LLM078,-37,78,152.0,89.0,152.0,156
1300,LLM078,29,-142,10.0,-58.0,10.0,102
1301,LLM078,-107,-84,-26.0,-131.0,-26.0,62
1302,LLM078,65,-152,35.0,-147.0,24.0,21
1303,LLM078,183,95,145.0,80.0,145.0,112
1304,LLM078,-128,73,83.0,-63.0,83.0,90
1305,LLM078,92,-195,-44.0,-162.0,-44.0,134
1306,LLM078,-2,34,14.0,136.0,14.0,16
1307,LLM078,-186,50,95.0,104.0,95.0,141
1308,LLM078,-128,91,103.0,98.0,103.0,89
1309,LLM078,-89,35,49.0,38.0,39.0,91
1310,LLM078,-80,70,52.0,122.0,52.0,98
1311,LLM078,-106,110,137.0,65.0,-172.0,144
1312,LLM078,82,-98,-16.0,-163.0,-16.0,172
1313,LLM078,18,-171,29.0,-148.0,29.0,54
1314,LLM078,140,-93,17.0,41.0,17.0,3
1315,LLM078,45,-170,29.0,-158.0,29.0,139
1316,LLM078,-88,22,23.0,54.0,23.0,162
1317,LLM078,59,-102,30.0,-131.0,-68.0,81
1318,LLM078,-97,36,29.0,55.0,-38.0,147
1319,LLM078,-142,50,101.0,58.0,101.0,155
1320,LLM078,51,-109,-30.0,72.0,-30.0,51
1321,LLM078,23,-152,-23.0,-61.0,-23.0,137
1322,LLM078,49,-160,-24.0,-107.0,-24.0,86
1323,LLM078,37,-163,36.0,-70.0,36.0,27
1324,LLM078,-93,-18,18.0,-89.0,18.0,69
1325,LLM078,101,-10,17.0,-139.0,-7.0,179
1326,LLM078,-124,23,28.0,78.0,28.0,154
1327,LLM078,18,-70,56.0,-22.0,56.0,52
1328,LLM078,-11,55,68.0,-16.0,68.0,168
1329,LLM078,127,54,92.0,-47.0,92.0,55
1330,LLM078,-119,85,123.0,-125.0,123.0,164
1331,LLM078,199,-86,-25.0,150.0,-25.0,101
1332,LLM078,-36,82,104.0,32.0,-36.0,70
1333,LLM078,-74,-37,-37.0,-74.0,-37.0,19
1334,LLM078,145,62,99.0,101.0,99.0,110
1335,LLM078,21,-123,-154.0,-103.0,-154.0,170
1336,LLM078,19,-133,-16.0,-121.0,-16.0,133
1337,LLM078,-79,49,49.0,92.0,35.0,166
1338,LLM078,-24,48,62.0,23.0,62.0,76
1339,LLM078,-70,87,117.0,85.0,117.0,47
1340,LLM078,36,-51,-26.0,-47.0,-26.0,176
1341,LLM078,-8,71,34.0,-5.0,34.0,163
1342,LLM078,-53,32,58.0,30.0,58.0,40
1343,LLM078,19,-95,-17.0,-88.0,-17.0,178
1344,LLM078,131,-123,36.0,-124.0,-20.0,58
1345,LLM078,1,-60,1.0,-101.0,1.0,11
1346,LLM078,-131,34,116.0,49.0,116.0,127
1347,LLM078,-118,176,192.0,157.0,192.0,152
1348,LLM078,137,50,121.0,65.0,121.0,107
1349,LLM078,101,44,49.0,83.0,49.0,103
1350,LLM078,137,59,97.0,134.0,97.0,28
1351,LLM078,-89,49,130.0,87.0,130.0,43
1352,LLM078,-2,50,1.0,31.0,-11.0,67
1353,LLM078,-28,46,139.0,-21.0,139.0,75
1354,LLM078,163,40,125.0,55.0,125.0,2
1355,LLM078,83,137,134.0,-59.0,134.0,116
1356,LLM078,40,91,86.0,-54.0,44.0,56
1357,LLM078,-32,43,90.0,-50.0,90.0,61
1358,LLM078,64,65,89.0,57.0,89.0,53
1359,LLM078,-113,73,112.0,60.0,-57.0,35
1360,LLM078,1,-180,-7.0,-172.0,-7.0,80
1361,LLM078,94,-199,-99.0,-197.0,-99.0,83
1362,LLM078,-181,155,168.0,83.0,168.0,153
1363,LLM078,-91,182,179.0,123.0,179.0,96
1364,LLM078,-146,84,128.0,120.0,128.0,36
1365,LLM078,-121,115,155.0,25.0,47.0,45
1366,LLM078,43,-119,-29.0,-106.0,-36.0,130
1367,LLM078,-137,77,99.0,39.0,99.0,149
1368,LLM078,99,74,141.0,100.0,141.0,118
1369,LLM078,56,-110,-44.0,-88.0,-44.0,88
1370,LLM078,-131,118,136.0,74.0,136.0,122
1371,LLM078,55,-164,-59.0,-167.0,-59.0,132
1372,LLM078,40,-154,-19.0,-118.0,-19.0,4
1373,LLM078,33,-125,-23.0,-142.0,-23.0,5
1374,LLM078,-113,38,97.0,79.0,-27.0,38
1375,LLM078,35,-98,-36.0,-131.0,-36.0,106
1376,LLM078,38,-163,-49.0,-169.0,-49.0,6
1377,LLM078,46,-121,-43.0,-113.0,-43.0,9
1378,LLM078,-133,38,23.0,46.0,23.0,33
1379,LLM078,-105,31,48.0,20.0,48.0,39
1380,LLM078,-162,124,160.0,91.0,160.0,146
1381,LLM078,-101,94,156.0,-52.0,-35.0,68
1382,LLM078,53,-106,49.0,-118.0,49.0,174
1383,LLM078,117,-89,83.0,115.0,62.0,111
1384,LLM078,34,-131,-20.0,-128.0,-20.0,135
1385,LLM078,-125,24,175.0,28.0,175.0,41
1386,LLM078,-14,52,77.0,20.0,77.0,10
1387,LLM078,-32,31,84.0,26.0,84.0,129
1388,LLM078,29,-94,-26.0,24.0,-27.0,50
1389,LLM078,-135,68,132.0,107.0,132.0,143
1390,LLM078,-115,72,122.0,105.0,122.0,49
1391,LLM078,-147,55,96.0,-165.0,96.0,121
1392,LLM078,-85,43,74.0,-18.0,74.0,73
1393,LLM078,-25,54,28.0,-106.0,28.0,18
1394,LLM078,-119,43,62.0,-162.0,5.0,120
1395,LLM078,-66,45,93.0,46.0,93.0,123
1396,LLM078,-41,-26,-31.0,26.0,-31.0,66
1397,LLM078,46,-94,-29.0,-95.0,-24.0,7
1398,LLM078,52,-128,-20.0,-121.0,-20.0,1
1399,LLM078,22,49,19.0,73.0,19.0,59
1400,LLM078,136,119,122.0,196.0,120.0,115
1401,LLM078,56,39,84.0,60.0,84.0,117
1402,LLM078,28,-82,27.0,-106.0,5.0,22
1403,LLM078,-17,89,100.0,32.0,100.0,79
1404,LLM078,-110,40,116.0,-47.0,116.0,15
1405,LLM078,-67,87,122.0,10.0,122.0,148
1406,LLM078,-100,125,140.0,78.0,-30.0,158
1407,LLM078,-184,106,145.0,44.0,145.0,140
1408,LLM078,-107,56,151.0,91.0,151.0,44
1409,LLM078,-31,43,109.0,23.0,47.0,97
1410,LLM078,-176,82,145.0,69.0,145.0,124
1411,LLM078,67,-136,-24.0,-93.0,-24.0,100
1412,LLM078,1,37,2.0,-65.0,2.0,77
1413,LLM078,26,37,46.0,48.0,46.0,105
1414,LLM078,-73,31,58.0,43.0,58.0,78
1415,LLM078,34,-91,-28.0,-118.0,-28.0,13
1416,LLM078,-55,-116,-16.0,-106.0,10.0,72
1417,LLM078,-94,-11,-40.0,-18.0,-40.0,31
1418,LLM078,-115,25,74.0,20.0,74.0,160
1419,LLM078,-77,38,86.0,42.0,-28.0,92
1420,LLM078,-57,61,115.0,43.0,115.0,71
1421,LLM078,40,-134,-35.0,-136.0,-32.0,138
1422,LLM078,51,-40,-21.0,-106.0,-21.0,20
1423,LLM078,-2,-215,5.0,-189.0,5.0,87
1424,LLM078,-15,1,19.0,-107.0,19.0,74
1425,LLM078,-101,115,131.0,37.0,131.0,30
1426,LLM078,-104,40,134.0,136.0,134.0,64
1427,LLM078,35,-77,-34.0,-111.0,-34.0,29
1428,LLM078,-136,32,107.0,32.0,107.0,46
1429,LLM078,42,-122,-12.0,-78.0,-12.0,12
1430,LLM078,-7,-173,19.0,-175.0,19.0,85
1431,LLM078,37,-129,-22.0,-118.0,-22.0,131
1432,LLM078,25,-154,-32.0,-208.0,-32.0,109
1433,LLM078,-188,46,88.0,178.0,88.0,145
1434,LLM078,131,-26,36.0,-101.0,36.0,177
1435,LLM078,76,-22,14.0,-162.0,14.0,23
1436,LLM078,16,-15,21.0,35.0,21.0,113
1437,LLM078,-38,20,48.0,25.0,48.0,48
1438,LLM078,-121,44,115.0,89.0,115.0,37
1439,LLM078,94,-35,-26.0,-131.0,-26.0,24
1440,178485,-232,69,70.0,77.0,70.0,137
1441,178485,-94,-86,204.0,-68.0,204.0,66
1442,178485,-25,-67,-88.0,-102.0,-88.0,162
1443,178485,-107,80,222.0,-148.0,222.0,145
1444,178485,232,-39,73.0,-237.0,-122.0,56
1445,178485,-131,-52,189.0,-105.0,189.0,50
1446,178485,-210,-82,104.0,-69.0,104.0,57
1447,178485,74,-121,-15.0,-167.0,-15.0,119
1448,178485,92,191,36.0,-77.0,0.0,17
1449,178485,-144,-54,-54.0,-144.0,-54.0,176
1450,178485,177,243,-49.0,219.0,-49.0,112
1451,178485,117,-13,51.0,102.0,51.0,131
1452,178485,174,-104,119.0,-117.0,91.0,104
1453,178485,172,-73,135.0,139.0,135.0,19
1454,178485,-2,91,91.0,-2.0,91.0,12
1455,178485,-9,57,60.0,-73.0,60.0,97
1456,178485,79,-64,122.0,71.0,122.0,13
1457,178485,61,33,24.0,-95.0,-42.0,146
1458,178485,-53,90,47.0,104.0,47.0,21
1459,178485,122,57,-86.0,94.0,-86.0,147
1460,178485,81,-13,104.0,46.0,104.0,143
1461,178485,157,-23,202.0,-82.0,202.0,153
1462,178485,-24,-119,39.0,104.0,39.0,39
1463,178485,63,62,104.0,-162.0,104.0,89
1464,178485,110,42,113.0,-92.0,113.0,61
1465,178485,27,-73,72.0,-17.0,72.0,94
1466,178485,130,67,46.0,-97.0,51.0,117
1467,178485,95,21,85.0,-86.0,85.0,52
1468,178485,118,-77,65.0,-58.0,65.0,24
1469,178485,89,23,31.0,-50.0,31.0,165
1470,178485,92,51,42.0,-102.0,42.0,99
1471,178485,87,44,33.0,-97.0,33.0,129
1472,178485,99,54,75.0,-131.0,75.0,110
1473,178485,32,-33,62.0,-71.0,62.0,23
1474,178485,32,-24,111.0,-143.0,-82.0,111
1475,178485,89,80,103.0,-108.0,103.0,166
1476,178485,-108,103,103.0,-108.0,103.0,79
1477,178485,99,49,-54.0,-4.0,-54.0,136
1478,178485,27,-75,38.0,-79.0,38.0,133
1479,178485,97,-41,65.0,-61.0,65.0,135
1480,178485,-104,88,64.0,-40.0,64.0,127
1481,178485,-40,64,64.0,-40.0,64.0,42
1482,178485,-48,86,103.0,-50.0,103.0,74
1483,178485,68,31,52.0,-76.0,52.0,51
1484,178485,58,-59,51.0,-42.0,51.0,86
1485,178485,89,-54,121.0,-108.0,121.0,31
1486,178485,-55,41,3.0,-50.0,3.0,171
1487,178485,-17,-23,59.0,-19.0,59.0,76
1488,178485,-19,59,51.0,-71.0,51.0,84
1489,178485,-45,38,73.0,56.0,77.0,116
1490,178485,-131,90,90.0,-131.0,90.0,72
1491,178485,169,137,91.0,11.0,91.0,59
1492,178485,6,140,101.0,-82.0,101.0,122
1493,178485,99,142,52.0,-200.0,52.0,36
1494,178485,-200,52,31.0,46.0,31.0,67
1495,178485,15,-11,69.0,-91.0,69.0,106
1496,178485,-91,69,69.0,-91.0,109.0,92
1497,178485,89,117,117.0,81.0,85.0,81
1498,178485,25,85,67.0,-55.0,33.0,155
1499,178485,108,-57,-29.0,32.0,-29.0,170
1500,178485,144,-24,-23.0,-86.0,-23.0,174
1501,178485,-42,-26,-60.0,94.0,-60.0,178
1502,178485,120,34,69.0,-143.0,-106.0,22
1503,178485,7,33,42.0,-27.0,42.0,141
1504,178485,157,-86,44.0,99.0,44.0,98
1505,178485,81,-51,60.0,-60.0,60.0,88
1506,178485,20,-21,90.0,-60.0,90.0,54
1507,178485,-151,168,90.0,-68.0,90.0,123
1508,178485,-99,75,69.0,-118.0,69.0,64
1509,178485,58,-57,75.0,-53.0,75.0,47
1510,178485,-11,67,67.0,-35.0,67.0,16
1511,178485,-102,85,85.0,-102.0,85.0,60
1512,178485,-73,75,70.0,-55.0,108.0,150
1513,178485,4,83,83.0,4.0,83.0,5
1514,178485,102,65,163.0,-177.0,163.0,71
1515,178485,30,51,121.0,-167.0,29.0,115
1516,178485,-92,33,44.0,33.0,44.0,28
1517,178485,-100,62,82.0,-87.0,82.0,27
1518,178485,68,124,153.0,-61.0,153.0,11
1519,178485,-81,165,173.0,43.0,173.0,118
1520,178485,27,166,108.0,205.0,108.0,30
1521,178485,-42,78,135.0,61.0,135.0,157
1522,178485,-79,69,163.0,-113.0,163.0,9
1523,178485,-60,64,88.0,-87.0,2.0,7
1524,178485,68,-80,24.0,-71.0,-57.0,107
1525,178485,86,77,106.0,-117.0,106.0,113
1526,178485,164,-52,116.0,-33.0,116.0,85
1527,178485,79,-44,-44.0,79.0,-44.0,18
1528,178485,25,62,64.0,-43.0,64.0,3
1529,178485,108,85,-7.0,-55.0,-7.0,38
1530,178485,53,-124,20.0,-6.0,20.0,53
1531,178485,58,-28,116.0,-64.0,116.0,43
1532,178485,105,121,-23.0,-86.0,-77.0,73
1533,178485,239,-152,59.0,-27.0,59.0,77
1534,178485,126,-67,113.0,-138.0,113.0,8
1535,178485,-45,-41,-38.0,43.0,-38.0,4
1536,178485,87,-57,60.0,-4.0,60.0,29
1537,178485,45,-72,67.0,-38.0,67.0,26
1538,178485,30,-26,24.0,-40.0,24.0,163
1539,178485,77,-73,42.0,-22.0,-127.0,58
1540,178485,37,-103,55.0,-76.0,-171.0,179
1541,178485,30,46,-49.0,-46.0,-49.0,149
1542,178485,123,96,8.0,-82.0,8.0,139
1543,178485,81,-70,160.0,-87.0,160.0,6
1544,178485,71,-80,155.0,-14.0,155.0,100
1545,178485,55,-101,57.0,-63.0,-69.0,126
1546,178485,82,-57,91.0,-46.0,91.0,175
1547,178485,40,-65,51.0,66.0,51.0,55
1548,178485,12,-108,44.0,-50.0,44.0,15
1549,178485,123,-127,80.0,-87.0,80.0,90
1550,178485,24,101,-98.0,-159.0,-98.0,2
1551,178485,122,-18,55.0,105.0,64.0,35
1552,178485,108,-75,-75.0,108.0,-75.0,114
1553,178485,113,-122,77.0,-58.0,77.0,34
1554,178485,159,-36,57.0,-139.0,-148.0,40
1555,178485,76,-55,39.0,-77.0,39.0,138
1556,178485,20,-55,72.0,-64.0,72.0,33
1557,178485,53,-65,60.0,-33.0,60.0,168
1558,178485,50,-59,96.0,-48.0,96.0,124
1559,178485,-120,106,-106.0,97.0,-106.0,169
1560,178485,110,-39,54.0,-29.0,54.0,132
1561,178485,69,-135,147.0,-6.0,147.0,154
1562,178485,73,-65,77.0,-33.0,77.0,125
1563,178485,-66,-86,75.0,-97.0,-55.0,120
1564,178485,104,73,67.0,-53.0,67.0,148
1565,178485,226,78,55.0,-55.0,55.0,46
1566,178485,148,33,-26.0,-74.0,-26.0,134
1567,178485,156,47,85.0,-117.0,85.0,0
1568,178485,40,-16,100.0,-46.0,-70.0,173
1569,178485,-53,93,93.0,-53.0,93.0,91
1570,178485,-77,86,77.0,-68.0,15.0,101
1571,178485,120,67,145.0,-117.0,145.0,32
1572,178485,112,98,82.0,-81.0,82.0,105
1573,178485,-56,-57,155.0,-198.0,155.0,128
1574,178485,51,67,-114.0,-77.0,-114.0,65
1575,178485,71,-80,88.0,-63.0,62.0,45
1576,178485,162,-60,108.0,118.0,108.0,41
1577,178485,99,-60,129.0,97.0,129.0,160
1578,178485,68,28,28.0,-77.0,28.0,109
1579,178485,89,-28,44.0,82.0,44.0,69
1580,178485,74,49,-59.0,-162.0,-59.0,1
1581,178485,105,86,114.0,-148.0,114.0,102
1582,178485,69,73,131.0,-219.0,59.0,158
1583,178485,81,-83,69.0,113.0,69.0,140
1584,178485,139,-86,57.0,22.0,57.0,151
1585,178485,102,-98,21.0,66.0,21.0,75
1586,178485,82,86,91.0,-86.0,91.0,161
1587,178485,38,-88,80.0,76.0,80.0,167
1588,178485,177,-100,103.0,122.0,103.0,159
1589,178485,136,-54,82.0,87.0,-24.0,68
1590,178485,68,72,173.0,-128.0,173.0,49
1591,178485,64,-46,91.0,-17.0,42.0,144
1592,178485,139,-93,67.0,20.0,67.0,25
1593,178485,197,-72,126.0,7.0,-139.0,130
1594,178485,25,28,23.0,-42.0,23.0,82
1595,178485,172,-85,33.0,6.0,33.0,103
1596,178485,87,-96,183.0,143.0,183.0,142
1597,178485,19,-42,91.0,-48.0,91.0,87
1598,178485,126,-225,73.0,-71.0,73.0,80
1599,178485,87,90,65.0,-40.0,65.0,177
1600,178485,64,88,-11.0,-102.0,-11.0,83
1601,178485,79,98,137.0,-69.0,85.0,20
1602,178485,1,147,148.0,-146.0,148.0,10
1603,178485,66,55,52.0,-63.0,52.0,62
1604,178485,55,65,131.0,-86.0,131.0,48
1605,178485,-86,131,131.0,-86.0,131.0,164
1606,178485,69,73,60.0,-37.0,60.0,95
1607,178485,48,86,82.0,-37.0,82.0,70
1608,178485,68,55,75.0,-46.0,75.0,63
1609,178485,56,88,100.0,-50.0,100.0,44
1610,178485,63,121,127.0,-66.0,127.0,121
1611,178485,51,134,153.0,-123.0,153.0,172
1612,178485,-46,108,199.0,-81.0,199.0,96
1613,178485,113,121,26.0,-144.0,26.0,93
1614,178485,-20,90,5.0,95.0,5.0,108
1615,178485,-24,108,108.0,-24.0,108.0,37
1616,178485,-82,86,109.0,6.0,109.0,14
1617,178485,-1,82,67.0,74.0,67.0,152
1618,178485,37,96,95.0,-63.0,95.0,78
1619,178485,-87,90,78.0,-64.0,78.0,156
1620,LLM051,46,14,35.0,-76.0,35.0,36
1621,LLM051,55,-35,14.0,-61.0,14.0,27
1622,LLM051,-116,20,20.0,-106.0,20.0,38
1623,LLM051,-55,56,-84.0,40.0,-84.0,177
1624,LLM051,-91,53,-29.0,-24.0,-29.0,51
1625,LLM051,-40,5,23.0,-33.0,23.0,43
1626,LLM051,-15,68,53.0,-21.0,53.0,30
1627,LLM051,-76,29,20.0,-43.0,20.0,57
1628,LLM051,186,26,20.0,-21.0,20.0,135
1629,LLM051,-43,41,-65.0,46.0,-65.0,105
1630,LLM051,-46,47,38.0,24.0,-62.0,35
1631,LLM051,-40,35,38.0,-40.0,38.0,63
1632,LLM051,30,41,47.0,-33.0,23.0,61
1633,LLM051,21,29,20.0,-70.0,20.0,169
1634,LLM051,15,75,59.0,-37.0,59.0,9
1635,LLM051,-9,41,53.0,-70.0,53.0,24
1636,LLM051,46,53,62.0,-40.0,0.0,144
1637,LLM051,24,56,78.0,-30.0,81.0,104
1638,LLM051,-37,68,47.0,33.0,47.0,3
1639,LLM051,12,84,-32.0,-43.0,-32.0,32
1640,LLM051,-21,-2,29.0,-40.0,29.0,95
1641,LLM051,43,23,50.0,-52.0,50.0,100
1642,LLM051,40,41,35.0,-79.0,35.0,126
1643,LLM051,82,-71,56.0,9.0,56.0,133
1644,LLM051,-119,78,26.0,110.0,26.0,75
1645,LLM051,-58,75,75.0,-58.0,75.0,37
1646,LLM051,-70,41,32.0,40.0,8.0,164
1647,LLM051,-106,2,14.0,-103.0,14.0,119
1648,LLM051,64,-26,20.0,9.0,20.0,55
1649,LLM051,-27,-59,-29.0,-46.0,-29.0,142
1650,LLM051,-100,87,50.0,91.0,50.0,112
1651,LLM051,-46,81,35.0,70.0,35.0,102
1652,LLM051,67,17,8.0,-24.0,8.0,139
1653,LLM051,-37,75,75.0,-37.0,75.0,147
1654,LLM051,-58,38,-56.0,91.0,-53.0,162
1655,LLM051,-27,78,68.0,12.0,68.0,1
1656,LLM051,94,71,75.0,-52.0,75.0,2
1657,LLM051,40,-32,11.0,-30.0,11.0,136
1658,LLM051,70,44,23.0,-37.0,23.0,137
1659,LLM051,-40,14,-29.0,40.0,0.0,68
1660,LLM051,122,59,68.0,-76.0,68.0,8
1661,LLM051,-67,35,-65.0,-106.0,-65.0,5
1662,LLM051,55,20,41.0,-73.0,26.0,85
1663,LLM051,52,-59,29.0,21.0,29.0,33
1664,LLM051,3,-62,59.0,-70.0,59.0,122
1665,LLM051,88,-59,56.0,-67.0,0.0,158
1666,LLM051,-43,23,26.0,-43.0,26.0,40
1667,LLM051,-37,111,23.0,70.0,23.0,154
1668,LLM051,-122,35,47.0,-67.0,47.0,39
1669,LLM051,76,56,59.0,-24.0,71.0,29
1670,LLM051,43,26,38.0,-43.0,38.0,66
1671,LLM051,43,78,20.0,-122.0,20.0,62
1672,LLM051,73,-44,53.0,-49.0,53.0,31
1673,LLM051,76,-11,41.0,9.0,41.0,82
1674,LLM051,106,17,59.0,-30.0,59.0,52
1675,LLM051,30,-62,35.0,-33.0,35.0,94
1676,LLM051,85,11,26.0,-61.0,0.0,130
1677,LLM051,-33,32,38.0,27.0,38.0,28
1678,LLM051,210,-68,38.0,43.0,62.0,128
1679,LLM051,-79,29,35.0,9.0,-151.0,120
1680,LLM051,100,93,50.0,-58.0,50.0,49
1681,LLM051,-3,84,62.0,-85.0,-160.0,56
1682,LLM051,46,65,47.0,-67.0,47.0,86
1683,LLM051,79,23,32.0,-40.0,0.0,115
1684,LLM051,-79,93,81.0,-73.0,81.0,10
1685,LLM051,-161,47,38.0,-55.0,38.0,70
1686,LLM051,134,50,44.0,-9.0,44.0,170
1687,LLM051,79,11,23.0,-49.0,23.0,25
1688,LLM051,-43,17,17.0,-37.0,17.0,109
1689,LLM051,-70,41,41.0,-70.0,41.0,111
1690,LLM051,61,105,59.0,-49.0,59.0,41
1691,LLM051,52,-99,14.0,-21.0,14.0,58
1692,LLM051,-46,71,71.0,-46.0,50.0,92
1693,LLM051,40,47,26.0,-33.0,26.0,12
1694,LLM051,-143,11,26.0,55.0,26.0,42
1695,LLM051,55,62,32.0,-33.0,32.0,150
1696,LLM051,-55,50,44.0,21.0,44.0,16
1697,LLM051,18,59,59.0,18.0,0.0,22
1698,LLM051,27,-26,14.0,-3.0,14.0,116
1699,LLM051,-55,29,29.0,-55.0,29.0,172
1700,LLM051,27,26,53.0,-64.0,53.0,53
1701,LLM051,49,71,81.0,-55.0,81.0,54
1702,LLM051,79,-41,26.0,0.0,26.0,90
1703,LLM051,-6,62,38.0,-103.0,38.0,176
1704,LLM051,67,35,68.0,-30.0,53.0,74
1705,LLM051,-3,14,59.0,-37.0,59.0,97
1706,LLM051,27,17,35.0,-52.0,35.0,84
1707,LLM051,9,38,32.0,-9.0,32.0,44
1708,LLM051,-61,62,62.0,-61.0,62.0,168
1709,LLM051,21,68,35.0,-91.0,35.0,21
1710,LLM051,-103,14,62.0,-64.0,62.0,59
1711,LLM051,-15,38,38.0,-37.0,38.0,76
1712,LLM051,192,5,26.0,-9.0,68.0,157
1713,LLM051,70,75,59.0,-58.0,59.0,50
1714,LLM051,21,50,62.0,-30.0,62.0,98
1715,LLM051,30,14,59.0,-18.0,59.0,71
1716,LLM051,-40,2,29.0,-33.0,29.0,11
1717,LLM051,43,96,62.0,-82.0,62.0,145
1718,LLM051,18,56,56.0,-46.0,56.0,110
1719,LLM051,-140,47,35.0,30.0,105.0,175
1720,LLM051,-30,62,50.0,43.0,50.0,159
1721,LLM051,82,23,41.0,-43.0,41.0,80
1722,LLM051,40,65,53.0,-58.0,53.0,141
1723,LLM051,46,20,38.0,-88.0,38.0,160
1724,LLM051,12,47,44.0,-64.0,44.0,6
1725,LLM051,97,62,35.0,-88.0,90.0,161
1726,LLM051,100,50,26.0,-46.0,-242.0,101
1727,LLM051,61,-20,11.0,-85.0,11.0,77
1728,LLM051,-100,68,-38.0,33.0,-38.0,152
1729,LLM051,91,35,17.0,-12.0,17.0,20
1730,LLM051,91,-114,-5.0,18.0,-5.0,103
1731,LLM051,12,-35,44.0,-49.0,44.0,23
1732,LLM051,64,-129,-53.0,24.0,-53.0,15
1733,LLM051,-201,-160,26.0,-12.0,26.0,174
1734,LLM051,91,-35,20.0,-3.0,53.0,87
1735,LLM051,-46,8,8.0,-46.0,8.0,123
1736,LLM051,37,35,41.0,-70.0,41.0,4
1737,LLM051,-158,50,38.0,-49.0,38.0,34
1738,LLM051,49,-23,5.0,-9.0,5.0,106
1739,LLM051,-52,56,56.0,-52.0,56.0,125
1740,LLM051,52,81,-84.0,-12.0,-84.0,108
1741,LLM051,-21,2,-26.0,12.0,-26.0,91
1742,LLM051,-61,62,65.0,-61.0,65.0,78
1743,LLM051,61,-87,29.0,-64.0,-17.0,134
1744,LLM051,-61,23,35.0,55.0,35.0,0
1745,LLM051,-61,-65,17.0,-61.0,17.0,107
1746,LLM051,-55,-11,8.0,-64.0,8.0,118
1747,LLM051,103,-44,-2.0,-55.0,-2.0,96
1748,LLM051,122,-59,14.0,-64.0,-65.0,99
1749,LLM051,-73,62,11.0,-33.0,11.0,151
1750,LLM051,43,-65,29.0,-46.0,29.0,155
1751,LLM051,18,47,47.0,-82.0,47.0,153
1752,LLM051,113,-71,47.0,-61.0,47.0,146
1753,LLM051,30,-20,23.0,-27.0,23.0,26
1754,LLM051,-73,32,-50.0,82.0,-50.0,93
1755,LLM051,33,114,38.0,-67.0,0.0,45
1756,LLM051,-113,23,38.0,-52.0,38.0,83
1757,LLM051,-33,17,23.0,-58.0,23.0,65
1758,LLM051,18,56,11.0,-58.0,11.0,48
1759,LLM051,40,32,26.0,-33.0,26.0,149
1760,LLM051,-24,68,68.0,-24.0,68.0,140
1761,LLM051,46,90,29.0,-43.0,29.0,60
1762,LLM051,55,20,32.0,-76.0,23.0,178
1763,LLM051,64,47,47.0,-37.0,47.0,89
1764,LLM051,27,68,50.0,-30.0,50.0,167
1765,LLM051,-18,47,56.0,-33.0,56.0,46
1766,LLM051,-46,14,14.0,-46.0,14.0,64
1767,LLM051,-73,47,47.0,-73.0,47.0,173
1768,LLM051,-37,-129,-8.0,-30.0,-8.0,18
1769,LLM051,52,53,26.0,-70.0,53.0,131
1770,LLM051,-37,-8,-8.0,-37.0,0.0,72
1771,LLM051,-122,-35,20.0,-64.0,20.0,148
1772,LLM051,-82,47,35.0,-33.0,35.0,165
1773,LLM051,-55,65,35.0,21.0,35.0,132
1774,LLM051,-67,-11,23.0,-61.0,17.0,17
1775,LLM051,-37,-23,96.0,-158.0,96.0,156
1776,LLM051,-103,-11,8.0,-73.0,8.0,129
1777,LLM051,-6,2,11.0,-30.0,11.0,117
1778,LLM051,-24,50,41.0,-9.0,41.0,121
1779,LLM051,15,-81,-23.0,-9.0,-23.0,127
1780,LLM051,70,-47,5.0,-3.0,5.0,138
1781,LLM051,100,53,5.0,-61.0,-17.0,171
1782,LLM051,-27,75,78.0,-88.0,78.0,143
1783,LLM051,116,-50,-2.0,43.0,-2.0,73
1784,LLM051,122,-65,11.0,-30.0,11.0,67
1785,LLM051,-79,53,53.0,-64.0,53.0,114
1786,LLM051,91,26,23.0,-24.0,0.0,166
1787,LLM051,15,-26,29.0,-64.0,-108.0,179
1788,LLM051,88,20,20.0,88.0,20.0,113
1789,LLM051,-119,5,35.0,-67.0,35.0,69
1790,LLM051,-91,102,38.0,-97.0,38.0,124
1791,LLM051,85,-5,8.0,82.0,0.0,81
1792,LLM051,33,44,26.0,-37.0,26.0,13
1793,LLM051,-67,-35,78.0,-30.0,78.0,14
1794,LLM051,-110,-47,5.0,-49.0,5.0,19
1795,LLM051,-55,35,35.0,-55.0,0.0,7
1796,LLM051,12,-26,-26.0,12.0,-26.0,47
1797,LLM051,73,-90,-2.0,-91.0,-2.0,79
1798,LLM051,195,44,29.0,79.0,29.0,88
1799,LLM051,15,-20,44.0,-3.0,44.0,163
1800,LLM050,70,47,50.0,-67.0,50.0,26
